EndingDate,PortNum,Shortname,IssueName1,IssueName2,Cusip,ticker,Units,TaxlotNum,AcquitionDate,TaxCost,AcquisitionUnitCost,MarketPrice,MarketValue,accruedIntB,PercentofTMV,UnRealGL,EstIncomeB,MaturityDate,MoodyRating,AssetClass,AssetSubClass,Amortization,AssetSector,ExpirationDate,BookValue,eps,MinSecClass,vchShortName,PriceAsPercent,GPEmplId,SecurityID,SMA,Asset Type,CallDate,UnrealShortTermCapGL,UnrealLongTermCapGL
7/30/2024 0:00,9999-03-1/3.1,Tom Test TR U/IRA PRI,POLEN GROWTH FUND - INS,,360873657,POLIX,846.198,10,6/4/2024 0:00,37088.87,43.83,45.04,38112.76,0,3.88,1023.89,0,,N/A,Equity,U.S. Large Cap,,Mutual Funds & ETFs,8/30/2024 0:00,37088.87,0,54,,NO,,258679,,Mutual Funds & ETFs,,1023.89,
7/30/2024 0:00,9999-03-1/3.1,Tom Test TR U/IRA PRI,POLEN GROWTH FUND - INS,,360873657,POLIX,95.876,9,12/7/2022 0:00,2968.32,30.96,45.04,4318.26,0,0.44,1349.94,0,,N/A,Equity,U.S. Large Cap,,Mutual Funds & ETFs,8/30/2024 0:00,2968.32,0,54,,NO,,258679,,Mutual Funds & ETFs,,,1349.94
7/30/2024 0:00,9999-03-1/3.1,Tom Test TR U/IRA PRI,POLEN GROWTH FUND - INS,,360873657,POLIX,11.323,3,12/3/2020 0:00,505.67,44.6587,45.04,509.99,0,0.05,4.32,0,,N/A,Equity,U.S. Large Cap,,Mutual Funds & ETFs,8/30/2024 0:00,505.67,0,54,,NO,,258679,,Mutual Funds & ETFs,,,4.32
7/30/2024 0:00,9999-03-1/3.1,Tom Test TR U/IRA PRI,POLEN GROWTH FUND - INS,,360873657,POLIX,878.349,1,9/2/2020 0:00,40000,45.54,45.04,39560.84,0,4.03,-439.16,0,,N/A,Equity,U.S. Large Cap,,Mutual Funds & ETFs,8/30/2024 0:00,40000,0,54,,NO,,258679,,Mutual Funds & ETFs,,,-439.16
7/30/2024 0:00,9999-03-1/3.1,Tom Test TR U/IRA PRI,POLEN GROWTH FUND - INS,,360873657,POLIX,30.817,7,12/8/2021 0:00,1689.67,54.8292,45.04,1388,0,0.14,-301.67,0,,N/A,Equity,U.S. Large Cap,,Mutual Funds & ETFs,8/30/2024 0:00,1689.67,0,54,,NO,,258679,,Mutual Funds & ETFs,,,-301.67
7/30/2024 0:00,9999-03-1/3.1,Tom Test TR U/IRA PRI,WCM FOCUSED INTERNATIONAL GROWTH FUND,,461418444,WCMIX,15.596,3,12/9/2020 0:00,371.02,23.7894,24.83,387.25,0,0.03,16.23,0,,N/A,Equity,International,,Mutual Funds & ETFs,8/30/2024 0:00,371.02,0,94,,NO,,274210,,Mutual Funds & ETFs,,,16.23
7/30/2024 0:00,9999-03-1/3.1,Tom Test TR U/IRA PRI,WCM FOCUSED INTERNATIONAL GROWTH FUND,,461418444,WCMIX,1.19,7,12/7/2022 0:00,24.11,20.2605,24.83,29.55,0,0,5.44,0,,N/A,Equity,International,,Mutual Funds & ETFs,8/30/2024 0:00,24.11,0,94,,NO,,274210,,Mutual Funds & ETFs,,,5.44
7/30/2024 0:00,9999-03-1/3.1,Tom Test TR U/IRA PRI,WCM FOCUSED INTERNATIONAL GROWTH FUND,,461418444,WCMIX,234.249,10,6/4/2024 0:00,5823.42,24.86,24.83,5816.4,0,0.59,-7.02,0,,N/A,Equity,International,,Mutual Funds & ETFs,8/30/2024 0:00,5823.42,0,94,,NO,,274210,,Mutual Funds & ETFs,,-7.02,
7/30/2024 0:00,9999-03-1/3.1,Tom Test TR U/IRA PRI,WCM FOCUSED INTERNATIONAL GROWTH FUND,,461418444,WCMIX,51.728,5,12/8/2021 0:00,1420.97,27.47,24.83,1284.41,0,0.13,-136.56,0,,N/A,Equity,International,,Mutual Funds & ETFs,8/30/2024 0:00,1420.97,0,94,,NO,,274210,,Mutual Funds & ETFs,,,-136.56
7/30/2024 0:00,9999-03-1/3.1,Tom Test TR U/IRA PRI,WCM FOCUSED INTERNATIONAL GROWTH FUND,,461418444,WCMIX,8.027,9,12/6/2023 0:00,173.86,21.6594,24.83,199.31,0,0.02,25.45,0,,N/A,Equity,International,,Mutual Funds & ETFs,8/30/2024 0:00,173.86,0,94,,NO,,274210,,Mutual Funds & ETFs,,25.45,
7/30/2024 0:00,9999-03-1/3.1,Tom Test TR U/IRA PRI,WCM FOCUSED INTERNATIONAL GROWTH FUND,,461418444,WCMIX,1100.026,1,9/2/2020 0:00,24453.58,22.23,24.83,27313.65,0,2.78,2860.07,0,,N/A,Equity,International,,Mutual Funds & ETFs,8/30/2024 0:00,24453.58,0,94,,NO,,274210,,Mutual Funds & ETFs,,,2860.07
7/30/2024 0:00,9999-03-1/3.1,Tom Test TR U/IRA PRI,DFA INVESTMENT GRADE PORTFOLIO,,23320G448,DFAPX,9547.462,1,6/4/2024 0:00,95570.09,10.01,10.07,96142.94,0,9.8,572.85,3322.52,,N/A,Fixed Income,Core,,Mutual Funds & ETFs,8/30/2024 0:00,95570.09,0,50,,NO,,275463,,Mutual Funds & ETFs,,572.85,
7/30/2024 0:00,9999-03-1/3.2,Tom Test TR U/IRA Regional Equity Model PRI,CASH,,,,0.25,0,,0.25,1,1,0.25,0,0,0,0,,,Cash,Cash,,,8/30/2024 0:00,0.25,,1,,,,CASH,,,,,
7/30/2024 0:00,9999-03-1/3.2,Tom Test TR U/IRA Regional Equity Model PRI,GS FS GOVERNMENT FUND,,38141W273,FGTXX,5799,0,,5799,0,1,5799,,99.99,0,302.09,,N/A,Cash,Cash,,Other,8/30/2024 0:00,5799,0,1,,NO,,275589,,Managed,,,
7/30/2024 0:00,9999-03-1/3.3,Tom Test Managed Account,INFINITY Q DIVERSIFIED ALPHA FUND,,89832P705,IQDNX,1584.602,1,9/2/2020 0:00,6415.17,4.0484,0.025,39.62,0,100,-6375.55,0,,N/A,Alternatives & Other,Absolute Return,,Mutual Funds & ETFs,8/30/2024 0:00,6415.17,0,54,,NO,,301980,,Mutual Funds & ETFs,,,-6375.55
7/30/2024 0:00,9999-04-1/4.1,Laura Test TR 01/01/2000 IM IN,CASH,,,,0.6,0,,0.6,1,1,0.6,0,0.01,0,0,,,Cash,Cash,,,8/30/2024 0:00,0.6,,1,,,,CASH,,,,,
7/30/2024 0:00,9999-04-1/4.1,Laura Test TR 01/01/2000 IM IN,GS INVESTOR TAX-EXEMPT MONEY MARKET FUND,,38141W182,FTXXX,4376,0,,4376,0,1,4376,,99.98,0,153.43,,N/A,Cash,Cash,,Other,8/30/2024 0:00,4376,0,1,,NO,,275590,,Managed,,,
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,INFINITY Q DIVERSIFIED ALPHA FUND,,89832P705,IQDNX,1218.512,1,9/2/2020 0:00,4933.08,4.0484,0.025,30.46,0,0,-4902.62,0,,N/A,Alternatives & Other,Absolute Return,,Mutual Funds & ETFs,8/30/2024 0:00,4933.08,0,54,,NO,,301980,,Mutual Funds & ETFs,,,-4902.62
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,PGIM SELECT REAL ESTATE FUND,,74441J779,SREZX,26.041,4,12/17/2021 0:00,388.6,14.9226,13.09,340.88,0,0.04,-47.72,9.0623,,N/A,Alternatives & Other,Real Assets,,Mutual Funds & ETFs,8/30/2024 0:00,388.6,0,155,,NO,,305561,,Mutual Funds & ETFs,,,-47.72
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,PGIM SELECT REAL ESTATE FUND,,74441J779,SREZX,1023.462,1,7/27/2021 0:00,15364.9,15.0127,13.09,13397.12,0,1.77,-1967.78,356.1655,,N/A,Alternatives & Other,Real Assets,,Mutual Funds & ETFs,8/30/2024 0:00,15364.9,0,155,,NO,,305561,,Mutual Funds & ETFs,,,-1967.78
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,PGIM SELECT REAL ESTATE FUND,,74441J779,SREZX,5.581,5,12/17/2021 0:00,83.29,14.9238,13.09,73.06,0,0,-10.23,1.9422,,N/A,Alternatives & Other,Real Assets,,Mutual Funds & ETFs,8/30/2024 0:00,83.29,0,155,,NO,,305561,,Mutual Funds & ETFs,,,-10.23
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,VIRTUS DUFF & PHELPS GLOBAL REAL ESTATE,,92828R388,VGISX,3.999,5,12/22/2021 0:00,160.44,40.12,33.61,134.41,0,0.01,-26.03,5.0707,,N/A,Alternatives & Other,Real Assets,,Mutual Funds & ETFs,8/30/2024 0:00,160.44,0,155,,NO,,294035,,Mutual Funds & ETFs,,,-26.03
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,VIRTUS DUFF & PHELPS GLOBAL REAL ESTATE,,92828R388,VGISX,592.342,1,7/27/2021 0:00,23379.72,39.47,33.61,19908.61,0,2.63,-3471.11,751.0893,,N/A,Alternatives & Other,Real Assets,,Mutual Funds & ETFs,8/30/2024 0:00,23379.72,0,155,,NO,,294035,,Mutual Funds & ETFs,,,-3471.11
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,CASH,,,,0.08,0,,0.08,1,1,0.08,0,0,0,0,,,Cash,Cash,,,8/30/2024 0:00,0.08,,1,,,,CASH,,,,,
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,GS INVESTOR TAX-EXEMPT MONEY MARKET FUND,,38141W182,FTXXX,99,0,,99,0,1,99,,0.01,0,3.47,,N/A,Cash,Cash,,Other,8/30/2024 0:00,99,0,1,,NO,,275590,,Managed,,,
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,GQG EMERGING MARKETS EQUITY FUND,,00771X419,GQGIX,1458.159,1,10/9/2023 0:00,20997.49,14.4,17.87,26057.3,0,3.44,5059.81,625.55,,N/A,Equity,International,,Mutual Funds & ETFs,8/30/2024 0:00,20997.49,0,94,,NO,,293581,,Mutual Funds & ETFs,,5059.81,
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,HARTFORD SCHRODERS INTL MULTI-CAP VAL FD,,41665H359,SIDRX,1705.145,1,9/2/2020 0:00,14118.6,8.28,10.24,17460.68,0,2.31,3342.08,772.43,,N/A,Equity,International,,Mutual Funds & ETFs,8/30/2024 0:00,14118.6,0,94,,NO,,291934,,Mutual Funds & ETFs,,,3342.08
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,ISHARES MSCI ACWI EX US INDX,,464288240,ACWX,11,1,11/15/2011 0:00,416.96,37.9055,53.41,587.51,0,0.07,170.55,16.4781,,N/A,Equity,International,,Mutual Funds & ETFs,8/30/2024 0:00,416.96,0,224,,NO,,249834,,Mutual Funds & ETFs,,,170.55
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,ISHARES MSCI ACWI EX US INDX,,464288240,ACWX,286,2,11/15/2011 0:00,10856.33,37.9592,53.41,15275.26,0,2.02,4418.93,428.4319,,N/A,Equity,International,,Mutual Funds & ETFs,8/30/2024 0:00,10856.33,0,224,,NO,,249834,,Mutual Funds & ETFs,,,4418.93
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,POLEN GROWTH FUND - INS,,360873657,POLIX,4.288,12,12/7/2018 0:00,112.29,26.187,45.04,193.13,0,0.02,80.84,0,,N/A,Equity,U.S. Large Cap,,Mutual Funds & ETFs,8/30/2024 0:00,112.29,0,54,,NO,,258679,,Mutual Funds & ETFs,,,80.84
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,POLEN GROWTH FUND - INS,,360873657,POLIX,15.806,9,12/7/2017 0:00,382.34,24.1895,45.04,711.9,0,0.09,329.56,0,,N/A,Equity,U.S. Large Cap,,Mutual Funds & ETFs,8/30/2024 0:00,382.34,0,54,,NO,,258679,,Mutual Funds & ETFs,,,329.56
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,POLEN GROWTH FUND - INS,,360873657,POLIX,44.513,5,12/9/2015 0:00,866.67,19.47,45.04,2004.87,0,0.26,1138.2,0,,N/A,Equity,U.S. Large Cap,,Mutual Funds & ETFs,8/30/2024 0:00,866.67,0,54,,NO,,258679,,Mutual Funds & ETFs,,,1138.2
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,POLEN GROWTH FUND - INS,,360873657,POLIX,0.047,15,12/5/2019 0:00,1.59,33.8298,45.04,2.12,0,0,0.53,0,,N/A,Equity,U.S. Large Cap,,Mutual Funds & ETFs,8/30/2024 0:00,1.59,0,54,,NO,,258679,,Mutual Funds & ETFs,,,0.53
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,POLEN GROWTH FUND - INS,,360873657,POLIX,6.328,20,12/8/2021 0:00,346.96,54.8293,45.04,285.01,0,0.03,-61.95,0,,N/A,Equity,U.S. Large Cap,,Mutual Funds & ETFs,8/30/2024 0:00,346.96,0,54,,NO,,258679,,Mutual Funds & ETFs,,,-61.95
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,POLEN GROWTH FUND - INS,,360873657,POLIX,30.794,21,12/8/2021 0:00,1688.43,54.8298,45.04,1386.96,0,0.18,-301.47,0,,N/A,Equity,U.S. Large Cap,,Mutual Funds & ETFs,8/30/2024 0:00,1688.43,0,54,,NO,,258679,,Mutual Funds & ETFs,,,-301.47
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,POLEN GROWTH FUND - INS,,360873657,POLIX,5.745,4,12/9/2015 0:00,111.85,19.4691,45.04,258.75,0,0.03,146.9,0,,N/A,Equity,U.S. Large Cap,,Mutual Funds & ETFs,8/30/2024 0:00,111.85,0,54,,NO,,258679,,Mutual Funds & ETFs,,,146.9
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,POLEN GROWTH FUND - INS,,360873657,POLIX,29.347,13,12/7/2018 0:00,768.6,26.1901,45.04,1321.79,0,0.17,553.19,0,,N/A,Equity,U.S. Large Cap,,Mutual Funds & ETFs,8/30/2024 0:00,768.6,0,54,,NO,,258679,,Mutual Funds & ETFs,,,553.19
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,POLEN GROWTH FUND - INS,,360873657,POLIX,1177.655,1,11/6/2015 0:00,24436.34,20.75,45.04,53041.58,0,7.02,28605.24,0,,N/A,Equity,U.S. Large Cap,,Mutual Funds & ETFs,8/30/2024 0:00,24436.34,0,54,,NO,,258679,,Mutual Funds & ETFs,,,28605.24
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,POLEN GROWTH FUND - INS,,360873657,POLIX,4.59,8,12/7/2017 0:00,111.04,24.1917,45.04,206.73,0,0.02,95.69,0,,N/A,Equity,U.S. Large Cap,,Mutual Funds & ETFs,8/30/2024 0:00,111.04,0,54,,NO,,258679,,Mutual Funds & ETFs,,,95.69
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,POLEN GROWTH FUND - INS,,360873657,POLIX,16.526,17,12/3/2020 0:00,738.04,44.6593,45.04,744.33,0,0.09,6.29,0,,N/A,Equity,U.S. Large Cap,,Mutual Funds & ETFs,8/30/2024 0:00,738.04,0,54,,NO,,258679,,Mutual Funds & ETFs,,,6.29
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,POLEN GROWTH FUND - INS,,360873657,POLIX,139.935,23,12/7/2022 0:00,4332.39,30.96,45.04,6302.67,0,0.83,1970.28,0,,N/A,Equity,U.S. Large Cap,,Mutual Funds & ETFs,8/30/2024 0:00,4332.39,0,54,,NO,,258679,,Mutual Funds & ETFs,,,1970.28
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,VANGUARD FTSE DEVELOPED MARKETS ETF,,921943858,VEA,232,1,12/10/2018 0:00,8866.46,38.2175,50.17,11639.44,0,1.54,2772.98,386.74,,N/A,Equity,International,,Mutual Funds & ETFs,8/30/2024 0:00,8866.46,0,224,,NO,,247672,,Mutual Funds & ETFs,,,2772.98
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,VANGUARD FTSE EMERGING MARKETS ETF,,922042858,VWO,70,1,6/10/2013 0:00,2842.68,40.6097,43.45,3041.5,0,0.4,198.82,98.07,,N/A,Equity,International,,Mutual Funds & ETFs,8/30/2024 0:00,2842.68,0,224,,NO,,230673,,Mutual Funds & ETFs,,,198.82
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,VANGUARD INDEX FDS SMALL CAP ETF,,922908751,VB,154,1,9/2/2020 0:00,24757.04,160.76,231.95,35720.3,0,4.72,10963.26,513.74,,N/A,Equity,U.S. Small Cap,,Mutual Funds & ETFs,8/30/2024 0:00,24757.04,0,225,,NO,,234244,,Mutual Funds & ETFs,,,10963.26
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,VANGUARD SMALL - CAP VALUE ETF,,922908611,VBR,153,1,11/16/2017 0:00,19602.36,128.12,197.45,30209.85,0,3.99,10607.49,610.16,,N/A,Equity,U.S. Small Cap,,Mutual Funds & ETFs,8/30/2024 0:00,19602.36,0,225,,NO,,239955,,Mutual Funds & ETFs,,,10607.49
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,WCM FOCUSED INTERNATIONAL GROWTH FUND,,461418444,WCMIX,7.995,3,12/9/2020 0:00,190.2,23.7899,24.83,198.52,0,0.02,8.32,0,,N/A,Equity,International,,Mutual Funds & ETFs,8/30/2024 0:00,190.2,0,94,,NO,,274210,,Mutual Funds & ETFs,,,8.32
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,WCM FOCUSED INTERNATIONAL GROWTH FUND,,461418444,WCMIX,4.115,9,12/6/2023 0:00,89.13,21.6598,24.83,102.18,0,0.01,13.05,0,,N/A,Equity,International,,Mutual Funds & ETFs,8/30/2024 0:00,89.13,0,94,,NO,,274210,,Mutual Funds & ETFs,,13.05,
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,WCM FOCUSED INTERNATIONAL GROWTH FUND,,461418444,WCMIX,26.518,5,12/8/2021 0:00,728.45,27.47,24.83,658.44,0,0.08,-70.01,0,,N/A,Equity,International,,Mutual Funds & ETFs,8/30/2024 0:00,728.45,0,94,,NO,,274210,,Mutual Funds & ETFs,,,-70.01
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,WCM FOCUSED INTERNATIONAL GROWTH FUND,,461418444,WCMIX,0.61,7,12/7/2022 0:00,12.36,20.2623,24.83,15.15,0,0,2.79,0,,N/A,Equity,International,,Mutual Funds & ETFs,8/30/2024 0:00,12.36,0,94,,NO,,274210,,Mutual Funds & ETFs,,,2.79
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,WCM FOCUSED INTERNATIONAL GROWTH FUND,,461418444,WCMIX,552.789,1,9/2/2020 0:00,12288.5,22.23,24.83,13725.75,0,1.81,1437.25,0,,N/A,Equity,International,,Mutual Funds & ETFs,8/30/2024 0:00,12288.5,0,94,,NO,,274210,,Mutual Funds & ETFs,,,1437.25
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,BLACKROCK STRATEGIC INCOME OPPORTUNITIES,DTD 4/1/2021,09260B374,BSIKX,1.604,2,12/23/2019 0:00,15.96,9.9501,9.48,15.21,0.0585,0,-0.75,0.7545,,N/A,Fixed Income,Unconstrained and Other,,Mutual Funds & ETFs,8/30/2024 0:00,15.96,0,97,,NO,,301832,,Mutual Funds & ETFs,,,-0.75
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,BLACKROCK STRATEGIC INCOME OPPORTUNITIES,DTD 4/1/2021,09260B374,BSIKX,10.001,9,12/19/2022 0:00,92.61,9.2601,9.48,94.81,0.3649,0.01,2.2,4.7041,,N/A,Fixed Income,Unconstrained and Other,,Mutual Funds & ETFs,8/30/2024 0:00,92.61,0,97,,NO,,301832,,Mutual Funds & ETFs,,,2.2
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,BLACKROCK STRATEGIC INCOME OPPORTUNITIES,DTD 4/1/2021,09260B374,BSIKX,1.138,7,12/22/2021 0:00,11.55,10.1494,9.48,10.79,0.0415,0,-0.76,0.5353,,N/A,Fixed Income,Unconstrained and Other,,Mutual Funds & ETFs,8/30/2024 0:00,11.55,0,97,,NO,,301832,,Mutual Funds & ETFs,,,-0.76
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,BLACKROCK STRATEGIC INCOME OPPORTUNITIES,DTD 4/1/2021,09260B374,BSIKX,1081.961,1,5/10/2016 0:00,10374.84,9.5889,9.48,10256.99,39.4751,1.35,-117.85,508.9161,,N/A,Fixed Income,Unconstrained and Other,,Mutual Funds & ETFs,8/30/2024 0:00,10374.84,0,97,,NO,,301832,,Mutual Funds & ETFs,,,-117.85
7/30/2024 0:00,9999-04-1/4.2,Laura Test TR 01/01/2000 IM PR,VANGUARD INTERMEDIATE TERM TAX EXEMPT,DTD 1/31/2008,922907878,VWIUX,2220.503,1,6/28/2024 0:00,30087.82,13.55,13.62,30243.25,75.63,4,155.43,926.61,,N/A,Fixed Income,Core,,Mutual Funds & ETFs,8/30/2024 0:00,30087.82,0,52,,NO,,223869,,Mutual Funds & ETFs,,155.43,
7/30/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,ABSOLUTE CONVERTIBLE ARBITRAGE FUND,,90470L360,ARBIX,389.269,1,6/4/2024 0:00,4387.06,11.27,11.2,4359.81,0,1.16,-27.25,163.49,,N/A,Alternatives & Other,Absolute Return,,Mutual Funds & ETFs,8/30/2024 0:00,4387.06,0,153,,NO,,355655,,Mutual Funds & ETFs,,-27.25,
7/30/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,AMERICAN BEACON AHL TARGETRISK FUND,,024526329,AHTIX,191.742,1,6/4/2024 0:00,2193.53,11.44,11.37,2180.11,0,0.58,-13.42,82.07,,N/A,Alternatives & Other,Absolute Return,,Mutual Funds & ETFs,8/30/2024 0:00,2193.53,0,213,,NO,,303169,,Mutual Funds & ETFs,,-13.42,
7/30/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,BLACKROCK EVENT DRIVEN EQUITY FUND,,09250J734,BILPX,438.268,1,6/4/2024 0:00,4387.06,10.01,10.19,4465.95,0,1.19,78.89,87.22,,N/A,Alternatives & Other,Absolute Return,,Mutual Funds & ETFs,8/30/2024 0:00,4387.06,0,153,,NO,,289702,,Mutual Funds & ETFs,,78.89,
7/30/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,PGIM SELECT REAL ESTATE FUND,,74441J779,SREZX,438.006,1,6/4/2024 0:00,5483.83,12.52,13.09,5733.5,0,1.52,249.67,152.43,,N/A,Alternatives & Other,Real Assets,,Mutual Funds & ETFs,8/30/2024 0:00,5483.83,0,155,,NO,,305561,,Mutual Funds & ETFs,,249.67,
7/30/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,VIRTUS DUFF & PHELPS GLOBAL REAL ESTATE,,92828R388,VGISX,403.774,1,6/4/2024 0:00,12795.6,31.69,33.61,13570.84,0,3.61,775.24,511.99,,N/A,Alternatives & Other,Real Assets,,Mutual Funds & ETFs,8/30/2024 0:00,12795.6,0,155,,NO,,294035,,Mutual Funds & ETFs,,775.24,
7/30/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,CASH,,,,0.78,0,,0.78,1,1,0.78,0,0,0,0,,,Cash,Cash,,,8/30/2024 0:00,0.78,,1,,,,CASH,,,,,
7/30/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,GS FS GOVERNMENT FUND,,38141W273,FGTXX,11738,0,,11738,0,1,11738,,3.12,0,611.48,,N/A,Cash,Cash,,Other,8/30/2024 0:00,11738,0,1,,NO,,275589,,Managed,,,
7/30/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,AB SMALL CAP VALUE PORTFOLIO,,01878T558,SCYVX,1047.95,1,6/4/2024 0:00,14440.75,13.78,15.31,16044.11,0,4.27,1603.36,75.14,,N/A,Equity,U.S. Small Cap,,Mutual Funds & ETFs,8/30/2024 0:00,14440.75,0,150,,NO,,289802,,Mutual Funds & ETFs,,1603.36,
7/30/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,AMERICAN BEACON LONDON INCOME EQUITY,,024527400,ABCIX,1968.298,1,6/4/2024 0:00,43322.24,22.01,22.68,44641,0,11.9,1318.76,893.61,,N/A,Equity,U.S. Large Cap,,Mutual Funds & ETFs,8/30/2024 0:00,43322.24,0,92,,NO,,267938,,Mutual Funds & ETFs,,1318.76,
7/30/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,DFA INTERNATIONAL CORE EQUITY,,233203371,DFIEX,287.542,1,9/2/2020 0:00,3709.29,12.9,16.06,4617.92,0,1.23,908.63,146.6482,,N/A,Equity,International,,Mutual Funds & ETFs,8/30/2024 0:00,3709.29,0,211,,NO,,264847,,Mutual Funds & ETFs,,,908.63
7/30/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,DFA INTERNATIONAL CORE EQUITY,,233203371,DFIEX,293.255,2,10/3/2023 0:00,4000,13.64,16.06,4709.68,0,1.25,709.68,149.5618,,N/A,Equity,International,,Mutual Funds & ETFs,8/30/2024 0:00,4000,0,211,,NO,,264847,,Mutual Funds & ETFs,,709.68,
7/30/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,DODGE & COX STOCK FUND,,256219106,DODGX,88.291,1,6/4/2024 0:00,22527.57,255.1514,268.05,23666.4,0,6.3,1138.83,332.5,,N/A,Equity,U.S. Large Cap,,Mutual Funds & ETFs,8/30/2024 0:00,22527.57,0,151,,NO,,47626,,Mutual Funds & ETFs,,1138.83,
7/30/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,FIDELITY CONCORD STR TR 500 IDX I,,315911750,FXAIX,160,1,6/4/2024 0:00,29459.12,184.1195,188.89,30222.4,0,8.05,763.28,390.24,,N/A,Equity,U.S. Large Cap,,Mutual Funds & ETFs,8/30/2024 0:00,29459.12,0,54,,NO,,294130,,Mutual Funds & ETFs,,763.28,
7/30/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,GQG EMERGING MARKETS EQUITY FUND,,00771X419,GQGIX,863.775,1,10/9/2023 0:00,12438.37,14.4,17.87,15435.66,0,4.11,2997.29,370.56,,N/A,Equity,International,,Mutual Funds & ETFs,8/30/2024 0:00,12438.37,0,94,,NO,,293581,,Mutual Funds & ETFs,,2997.29,
7/30/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,HARTFORD SCHRODERS INTL MULTI-CAP VAL FD,,41665H359,SIDRX,772.022,3,6/4/2024 0:00,8005.87,10.37,10.24,7905.51,0,2.1,-100.36,349.7263,,N/A,Equity,International,,Mutual Funds & ETFs,8/30/2024 0:00,8005.87,0,94,,NO,,291934,,Mutual Funds & ETFs,,-100.36,
